lon,lat,rainfall
6.1,45.9,78.5
3.7,45.3,44.5
2.3,47.5,39.3
3.7,48.2,53.0
5.9,48.8,50.0
2.5,48.8,44.9
3.6,49.1,48.6
6.3,46.1,17.0
2.8,48.9,68.7
3.9,45.9,58.0
4.8,48.2,48.8
2.9,49.3,68.1
5.5,45.0,37.4
5.9,50.0,51.1
5.2,45.2,75.0
6.3,48.2,40.3
2.7,45.7,34.3
2.0,50.0,52.4
3.3,45.4,31.3
6.2,49.9,65.2
2.6,47.0,74.8
5.8,45.9,48.9
6.6,46.3,55.5
4.8,47.9,53.1
6.4,45.1,60.2
3.2,49.4,58.2
5.6,46.7,61.3
5.9,46.2,72.6
4.4,47.2,67.8
5.0,45.7,69.3
2.4,49.5,28.7
3.4,50.0,32.8
2.4,46.9,40.8
3.2,45.3,34.0
6.5,50.0,63.0
2.2,49.1,44.5
4.5,48.1,94.2
4.6,49.2,31.7
3.4,48.4,25.5
5.9,48.2,68.6
4.9,45.6,56.7
3.0,49.1,45.4
4.4,49.4,36.3
2.1,48.4,34.5
2.1,45.2,60.8
5.7,47.3,79.7
2.9,49.8,42.5
6.8,49.5,35.9
3.8,49.3,32.8
5.5,47.6,27.9
4.3,45.8,44.7
4.0,47.0,30.5
5.3,48.9,51.6
5.1,49.1,69.4
6.4,49.7,52.3
2.4,47.4,42.3
4.5,48.3,61.7
5.0,45.7,28.5
5.2,48.1,26.3
5.1,47.7,41.3
3.8,46.9,51.0
2.2,45.5,55.6
5.6,45.4,63.9
2.2,47.2,58.2
4.4,47.6,79.0
5.6,45.4,72.1
3.4,46.4,63.1
2.1,48.6,64.8
2.5,48.9,5.1
2.7,48.6,46.1
5.3,46.4,47.7
5.3,49.8,50.1
6.9,46.6,45.4
3.6,49.2,47.1
2.7,48.4,60.9
2.9,47.1,72.0
2.2,46.7,61.7
6.1,48.0,69.8
2.4,46.2,65.5
6.5,47.3,25.3
2.2,48.0,42.2
6.1,48.7,34.8
3.0,46.1,39.2
2.1,45.3,66.1
5.5,45.9,40.1
2.0,48.2,56.7
3.5,49.0,34.9
2.3,46.1,46.3
2.6,47.8,50.6
2.6,46.9,83.7
5.6,45.1,22.4
6.9,45.5,69.9
3.2,45.2,66.1
4.0,47.4,40.6
3.9,48.7,41.6
3.3,45.3,28.1
5.6,46.4,67.6
3.4,45.2,36.0
4.6,46.0,69.3
2.6,48.1,66.1
6.2,47.2,44.3
5.4,46.2,47.3
4.7,46.4,37.5
5.1,45.6,53.8
3.1,48.2,44.8
6.2,48.9,65.9
2.6,47.9,39.3
6.4,47.0,22.3
5.1,45.9,48.9
6.7,48.6,42.9
3.4,45.5,20.7
6.7,46.2,48.9
5.2,48.5,67.6
2.0,45.2,57.4
2.5,47.7,63.1
5.0,45.7,42.3
2.5,48.1,31.2
5.7,49.7,92.4
5.4,47.1,71.5
2.9,45.3,38.5
5.2,45.2,79.3
4.8,49.7,50.6
3.2,47.3,61.9
5.5,49.5,56.3
3.3,47.1,50.1
6.3,46.5,48.8
4.0,46.4,43.3
4.5,47.6,26.3
5.3,48.7,47.7
6.4,48.0,36.1
4.3,48.1,65.5
5.3,45.7,38.5
5.0,48.0,43.7
2.4,46.1,87.2
5.2,48.9,63.2
2.2,46.0,73.4
4.5,46.5,46.4
2.5,45.5,46.7
5.0,49.5,38.7
5.6,46.2,59.1
5.9,45.5,46.9
5.0,46.3,65.8
6.9,47.0,83.4
3.8,45.9,47.2
2.1,47.4,48.8
6.1,49.9,61.9
4.3,49.8,58.8
4.7,45.8,45.1
6.2,48.7,79.4
3.3,46.2,51.1
3.6,49.8,19.6
2.5,47.1,57.6
5.4,46.9,42.2
3.1,49.9,22.5
6.3,47.6,41.1
5.1,45.8,50.0
6.6,47.9,43.8
2.3,48.7,22.9
7.0,48.5,43.1
4.0,48.7,57.7
4.7,48.8,43.1
5.2,49.7,76.8
4.4,48.0,62.3
4.6,47.7,26.8
4.1,49.0,46.0
2.9,45.4,35.8
6.8,46.8,47.2
6.0,48.1,60.4
5.0,47.0,30.6
2.3,48.6,26.7
6.5,47.7,32.6
2.4,48.7,51.7
5.9,48.9,67.9
2.3,47.5,70.4
5.8,48.7,25.2
6.2,45.9,67.3
4.2,46.9,55.7
4.8,48.9,48.0
6.2,45.1,65.7
6.9,46.3,38.5
2.1,46.7,42.1
2.6,49.3,68.0
6.3,45.6,70.4
5.4,46.1,7.4
3.4,47.3,57.5
4.2,47.1,35.7
2.6,47.2,80.4
2.1,46.7,61.4
5.7,45.4,49.2
5.6,47.3,60.5
5.5,46.7,40.3
6.4,48.6,65.3
3.4,49.9,42.0
4.1,48.1,72.8
3.3,48.2,31.1
5.1,45.3,57.1
5.2,48.2,31.3
4.0,47.2,43.9
6.7,45.6,55.5
4.4,49.5,40.4
6.6,47.3,30.4
5.7,49.7,60.9
6.7,48.8,61.1
5.8,48.0,35.4
3.1,49.8,33.6
5.4,45.5,53.4
3.2,47.4,77.6
3.5,47.6,48.8
3.1,47.0,76.4
4.5,49.0,31.6
4.2,46.4,41.4
6.5,46.3,56.1
5.0,45.4,56.2
3.8,48.7,38.3
5.1,46.8,38.2
3.7,45.7,80.0
6.2,47.7,43.6
2.4,49.7,41.1
3.1,49.8,46.7
2.5,46.3,68.6
6.3,47.1,54.6
3.4,46.0,27.9
7.0,47.5,30.1
2.8,47.9,38.1
3.6,47.2,57.2
6.5,47.5,36.0
5.2,48.3,25.9
4.5,46.8,43.3
2.8,49.0,42.1
6.0,48.9,26.2
3.7,45.9,72.4
5.8,47.2,38.9
4.9,49.7,41.6
5.1,45.7,64.7
3.6,45.2,19.8
2.4,48.2,56.5
5.0,48.1,66.5
5.7,47.5,55.4
4.9,49.5,81.8
5.0,48.0,37.9
5.5,48.1,39.5
2.2,49.2,46.6
3.1,45.2,50.8
5.1,48.6,34.9
2.7,45.4,57.6
3.4,46.9,48.1
2.2,47.6,42.7
3.1,48.4,30.6
2.1,45.3,71.9
6.1,49.0,54.7
4.9,48.3,40.4
4.7,45.8,21.6
2.0,48.2,70.9
6.3,48.6,42.9
2.0,47.4,41.9
5.9,47.2,38.7
3.1,48.9,70.8
6.1,49.3,67.7
2.6,45.1,47.2
4.7,45.3,61.2
2.1,49.2,51.0
4.8,49.7,28.7
2.7,47.2,46.2
6.0,47.7,42.3
3.2,45.5,38.4
2.6,46.5,50.9
2.2,48.6,43.4
4.9,47.4,101.2
5.3,49.1,45.2
6.5,46.4,62.7
2.3,47.1,39.3
4.0,49.1,49.5
2.8,49.3,33.7
4.5,47.1,65.6
3.2,47.3,50.8
4.1,46.2,48.6
3.8,47.1,47.4
5.5,47.5,36.3
5.7,46.5,80.0
4.1,45.6,70.1
3.2,46.8,74.6
6.0,48.0,71.7
6.2,45.7,59.2
4.7,49.2,70.8
3.2,47.7,50.4
5.9,46.6,26.1
3.8,47.4,13.5
6.6,46.1,94.6
3.3,46.5,47.1
6.7,46.0,46.9
4.1,47.3,31.2
5.8,46.8,65.6
3.0,46.7,54.2
5.1,49.5,59.8
4.9,46.5,52.1
4.1,46.0,61.1
5.7,45.8,62.5
6.1,45.0,58.7
5.6,46.6,50.0
6.1,48.2,45.1
5.7,48.2,48.1
2.7,50.0,51.2
5.9,49.6,60.6
3.0,45.7,24.7
2.5,49.3,50.0
6.5,45.5,75.9
5.0,47.2,48.3
2.9,47.5,37.9
5.2,49.7,67.2
3.7,47.8,53.9
2.7,49.0,29.5
6.0,49.9,57.6
2.5,49.1,43.4
6.8,46.1,50.4
5.9,46.1,42.1
5.6,46.6,59.2
3.2,49.3,43.8
5.8,48.3,36.4
2.1,47.1,53.7
4.8,46.6,33.7
3.6,46.7,71.5
6.2,48.1,36.4
5.8,45.0,57.2
4.4,45.8,61.1
4.4,49.0,61.1
2.4,45.8,41.1
3.2,49.2,58.3
5.5,46.6,51.3
2.3,49.8,56.7
5.9,45.9,68.8
6.9,45.2,88.1
2.4,49.1,30.5
4.3,46.3,37.5
4.9,45.6,46.9
6.1,49.5,68.4
2.8,48.3,72.0
3.8,45.2,62.7
6.2,45.8,61.6
4.6,48.7,58.4
2.8,49.4,54.6
6.3,47.4,16.6
6.7,49.8,91.3
5.7,47.1,40.8
6.9,49.7,71.6
6.6,46.6,66.1
2.6,47.6,53.9
4.0,45.2,41.7
5.0,48.6,25.6
5.7,48.2,79.6
4.7,46.6,46.3
5.2,45.2,74.3
2.6,49.6,26.5
4.0,47.3,50.4
2.0,47.9,53.3
5.3,46.9,27.1
2.8,46.9,45.1
4.0,46.0,20.1
4.5,47.5,54.7
5.3,49.5,57.4
5.8,49.9,50.6
5.6,48.8,41.9
4.8,49.9,45.6
4.6,48.1,63.9
6.3,45.9,65.0
6.3,49.3,74.7
2.3,49.3,48.0
3.4,47.3,52.2
6.6,48.0,57.9
5.0,47.7,62.4
2.7,48.0,24.3
2.4,48.7,33.0
2.5,48.6,21.1
5.8,49.1,54.9
3.1,45.8,37.1
3.2,47.7,82.6
2.7,45.5,49.6
5.0,48.5,64.9
4.6,49.2,56.3
3.4,48.4,38.3
5.3,48.1,60.7
5.9,46.5,66.8
6.9,49.5,59.8
4.4,47.1,56.5
4.1,49.8,53.6
3.5,49.8,22.9
5.9,46.2,70.1
6.9,48.6,76.5
5.0,45.6,43.1
5.2,49.5,63.8
5.4,45.7,50.7
4.1,45.6,44.0
3.1,49.2,52.3
3.3,46.0,47.2
5.1,47.3,47.1
5.2,46.0,23.0
4.3,48.2,63.8
2.2,48.5,67.1
6.4,47.1,21.2
3.2,48.7,51.1
4.9,45.5,64.4
5.7,49.3,52.6
2.9,48.7,69.5
4.4,45.8,60.7
2.0,46.0,59.5
2.2,46.8,36.2
3.3,48.3,53.7
5.3,48.5,35.8
6.4,49.7,49.1
4.1,46.7,54.0
2.1,47.0,46.3
3.5,48.5,37.9
6.8,46.8,80.0
2.6,48.4,45.1
5.8,47.8,38.4
5.7,45.7,42.5
4.9,47.1,74.1
6.7,45.2,65.4
5.2,49.0,80.9
6.8,49.7,64.1
6.1,49.4,24.9
6.0,47.0,47.5
6.8,46.0,27.3
5.1,47.0,40.4
3.6,46.3,39.0
2.5,49.7,61.9
5.5,48.1,51.7
4.6,47.5,34.7
3.9,47.7,55.6
6.7,45.7,78.1
6.6,49.6,61.5
3.9,45.5,35.4
6.7,46.8,36.4
4.2,46.9,56.8
3.0,49.0,57.2
5.1,46.4,65.7
2.5,47.6,56.5
2.8,49.1,36.9
6.1,49.7,77.8
6.1,46.8,50.6
3.2,47.1,87.8
5.7,45.3,69.9
6.9,46.4,46.4
6.8,48.0,52.1
4.2,46.8,37.0
6.3,45.3,56.7
4.8,45.2,62.7
4.8,45.2,46.1
3.2,46.3,45.6
3.9,47.8,53.3
3.1,47.2,51.3
5.7,47.3,54.7
5.2,48.7,33.9
6.0,46.1,40.1
5.1,49.6,36.0
3.4,45.1,64.5
6.8,49.2,53.4
5.3,48.4,49.4
4.4,45.8,62.7
5.9,45.7,51.9
3.3,45.2,68.0
6.1,46.9,29.9
3.7,47.6,62.8
2.4,48.0,68.3
5.9,47.0,72.1
3.0,45.5,56.2
5.2,46.8,62.2
3.3,47.8,45.6
5.4,49.3,65.6
2.6,47.1,55.1
5.1,46.2,41.6
3.0,49.2,36.8
4.5,47.2,57.6
6.4,49.6,62.3
4.4,47.1,55.1
5.9,45.6,29.6
2.7,48.0,36.0
5.3,49.0,56.1
2.8,48.7,36.8
5.8,49.7,71.1
5.6,45.5,18.7
4.0,49.7,65.5
4.4,46.1,54.3
2.8,47.5,72.5
5.2,49.4,72.4
6.6,46.7,54.0
4.8,46.6,8.8
3.6,48.0,70.4
4.0,45.6,47.6
3.1,50.0,40.0
4.2,47.1,55.8
4.5,45.7,21.0
6.7,49.4,43.0
4.1,45.3,-4.3
6.3,49.4,56.5
2.8,46.4,74.3
4.7,47.0,49.1
5.0,46.4,55.0
5.0,45.2,65.8
4.5,49.8,24.0
5.8,45.4,59.2
2.9,45.1,61.7
2.3,48.8,43.6
2.7,48.6,39.8
4.8,46.7,63.1
3.2,45.0,31.0
5.7,45.1,76.7
2.3,45.9,47.5
6.5,48.0,71.7
6.8,46.3,62.8
5.9,46.4,37.3
6.4,49.8,69.9
3.9,49.5,35.7
2.8,45.6,33.5
3.0,48.0,44.0
4.5,46.2,54.1
5.3,45.1,28.7
4.8,45.8,50.4
2.5,45.5,35.6
5.6,49.0,72.3
5.9,45.2,80.7
2.1,45.2,70.2
4.3,48.0,77.7
4.2,49.6,13.3
2.3,45.0,82.9
2.9,48.6,57.1
6.1,46.8,65.5
4.9,47.2,98.1
3.1,46.9,63.3
4.3,48.1,34.5
6.3,45.6,59.6
2.5,45.6,58.7
6.8,46.7,43.6
2.7,45.5,33.3
3.5,49.4,65.9
2.9,50.0,43.9
4.3,49.8,40.6
3.6,47.6,57.9
6.9,49.0,61.3
2.1,49.9,77.0
3.6,48.5,75.6
5.0,49.6,63.8
3.7,45.8,45.7
4.3,49.7,60.3
4.1,45.8,48.1
2.4,45.3,55.0
5.2,49.9,57.7
6.2,49.9,48.1
4.6,45.5,49.7
2.7,47.1,62.9
4.4,48.2,72.1
2.1,49.3,76.9
6.5,46.9,77.2
3.2,49.6,39.2
6.5,45.7,42.5
4.9,45.2,58.0
6.9,47.0,42.9
6.2,47.6,38.0
2.1,49.6,59.6
2.1,49.5,53.7
5.7,47.2,29.2
4.6,49.3,38.6
5.8,45.8,80.3
4.9,46.1,39.0
3.2,47.6,53.4
5.9,45.2,87.2
2.2,48.8,39.8
6.0,47.7,43.6
5.3,45.7,30.0
5.4,47.6,73.6
2.2,47.5,75.8
3.0,48.2,31.9
4.4,45.3,44.6
4.2,46.8,55.1
2.1,49.0,40.1
3.7,45.1,55.2
6.8,48.2,42.8
3.5,46.7,59.1
5.2,48.4,51.3
5.4,46.5,50.6
5.1,49.5,24.0
3.4,46.5,43.1
4.9,49.2,36.8
5.5,45.9,53.0
3.9,49.9,39.9
3.4,46.8,51.3
3.4,47.5,59.0
6.6,49.2,58.9
5.2,45.4,32.2
5.8,45.8,37.5
4.8,46.7,72.5
5.2,46.9,59.1
3.4,49.1,50.9
6.5,46.1,67.2
4.5,49.1,46.2
6.0,48.7,49.0
4.6,49.1,54.1
2.6,49.2,64.1
2.6,48.7,67.6
4.3,45.9,40.4
4.1,47.4,72.4
6.6,48.9,52.5
2.7,46.1,56.4
5.4,49.1,40.5
6.6,48.4,31.5
4.1,48.9,62.7
6.4,45.5,89.7
2.7,47.8,47.9
2.5,48.7,65.4
3.2,47.8,46.4
4.6,45.5,51.2
5.2,49.7,54.0
5.9,48.2,46.2
5.8,47.5,41.7
2.6,46.8,37.8
6.4,46.2,72.4
2.6,47.6,44.3
6.5,45.3,81.3
6.8,49.7,44.5
4.9,45.9,34.1
5.5,46.6,59.8
3.8,49.1,61.6
4.8,49.8,67.4
6.2,47.6,19.2
2.8,48.7,40.2
4.5,49.7,69.5
4.0,45.3,26.1
6.3,45.0,60.9
2.7,49.0,40.6
6.5,47.4,27.6
3.3,48.5,17.5
5.0,47.0,70.8
3.9,45.7,28.6
6.7,45.3,63.5
3.0,49.5,28.3
4.5,49.2,55.2
3.1,49.1,54.7
6.0,46.2,27.2
3.4,49.9,22.8
6.8,49.4,41.2
6.6,47.5,39.7
4.4,49.8,23.5
2.1,48.6,43.1
6.8,45.1,69.9
5.4,49.9,54.7
4.5,47.8,68.3
5.0,45.4,18.0
2.6,46.8,38.6
2.8,47.0,70.4
5.2,49.2,73.6
2.2,45.1,31.8
5.5,48.2,74.1
6.6,49.5,78.7
5.5,48.3,59.3
4.8,46.9,69.4
6.0,47.3,32.8
5.7,49.6,52.2
5.0,45.4,74.5
3.0,47.2,67.5
2.0,48.0,64.8
4.3,45.6,68.5
3.2,48.0,46.6
3.1,45.5,38.8
4.5,49.9,42.4
3.9,46.4,62.4
4.5,47.5,50.2
3.3,49.9,27.7
5.1,46.4,63.7
5.1,47.4,37.0
3.0,48.4,41.5
4.8,49.6,49.1
4.2,47.2,86.0
6.8,46.5,49.8
5.6,47.1,31.7
2.9,47.0,32.5
6.4,47.8,14.7
4.4,45.8,57.0
6.2,45.3,51.0
6.2,45.0,42.4
2.1,46.4,43.7
3.2,46.6,44.4
6.6,49.8,30.2
5.8,46.1,63.1
2.7,47.7,55.2
3.1,49.3,68.6
5.1,48.7,58.1
3.4,45.3,24.0
3.0,46.9,43.3
6.9,48.3,62.6
4.3,45.0,44.4
4.6,49.8,48.7
5.3,46.2,14.2
2.4,47.4,49.7
4.0,45.4,57.4
6.5,45.8,37.2
6.7,46.7,57.9
4.5,45.6,49.3
6.5,46.2,26.0
4.5,47.5,58.3
6.9,47.9,26.7
5.9,49.2,41.7
6.2,46.3,59.6
2.9,48.9,36.9
2.0,49.9,66.8
4.5,49.7,39.3
6.9,45.7,40.4
6.8,47.2,23.1
5.1,48.3,53.1
2.9,45.4,45.8
2.0,47.0,51.6
4.5,49.5,67.1
3.5,49.3,53.8
3.7,45.2,55.9
6.2,48.9,55.4
2.4,48.9,25.4
2.5,45.4,44.3
4.2,48.3,33.4
4.1,48.8,37.6
2.3,46.0,64.3
4.7,48.7,57.9
4.2,49.3,43.5
7.0,47.7,55.2
2.3,45.9,62.6
2.6,49.7,39.6
2.8,47.3,68.8
3.6,48.8,26.6
5.3,49.0,43.0
6.8,48.4,52.5
6.5,45.8,53.9
4.2,49.6,54.3
2.4,49.2,52.9
5.2,47.9,48.7
4.1,47.8,74.9
2.1,46.7,45.2
6.1,49.6,82.9
4.6,47.7,67.2
4.2,47.7,79.2
5.6,48.1,57.3
6.3,47.0,9.2
6.7,46.6,52.7
3.7,48.9,54.9
2.9,48.8,55.6
3.7,47.9,53.4
6.9,48.3,81.3
2.5,48.0,72.3
6.8,47.3,31.8
5.1,49.1,28.8
2.0,45.7,31.0
6.3,49.0,69.1
5.4,46.2,33.1
2.7,45.5,55.4
3.7,49.7,38.1
6.4,48.1,54.4
5.6,48.1,46.4
3.6,49.6,35.8
6.0,46.1,71.6
3.3,47.6,67.7
4.7,50.0,50.9
6.7,46.9,50.8
4.2,49.5,40.5
4.8,48.5,34.1
5.9,48.2,54.6
3.0,45.7,47.5
4.2,48.9,31.2
6.6,45.4,70.1
5.3,45.9,52.3
5.5,49.0,39.7
6.8,47.5,56.8
4.9,47.6,56.6
6.4,47.7,20.8
7.0,45.9,54.0
5.4,46.2,61.6
5.4,49.5,58.9
2.9,47.6,43.0
4.3,47.7,57.6
5.7,45.9,55.7
3.7,49.0,34.4
2.6,48.7,4.2
2.1,46.0,89.3
5.3,47.6,50.8
2.2,49.5,57.6
4.4,45.5,37.4
6.4,48.1,44.6
6.1,48.1,67.7
5.6,45.3,60.3
6.3,48.5,30.2
5.7,45.4,83.4
2.1,46.3,49.9
4.4,49.6,38.1
2.1,48.6,37.8
4.8,46.8,48.8
3.2,46.9,54.8
4.2,45.0,55.0
3.0,45.2,53.4
6.1,49.4,66.7
2.9,45.6,52.1
3.6,48.9,82.6
2.1,45.5,34.8
3.5,47.8,63.7
2.1,46.0,67.6
4.2,49.8,45.9
2.1,49.9,49.9
3.9,46.8,41.2
5.0,49.1,40.0
6.6,46.4,55.7
4.8,48.7,27.0
4.6,45.9,63.8
2.2,48.2,60.8
3.9,49.8,19.3
4.0,45.9,31.9
3.6,45.8,88.6
6.4,47.2,41.9
4.0,49.8,49.2
3.1,47.2,94.7
5.9,46.0,38.5
6.1,45.1,39.3
3.7,46.8,45.1
6.1,48.7,42.5
5.5,46.4,56.6
2.6,47.2,68.7
3.8,45.9,91.0
6.3,48.5,61.6
3.9,47.2,53.4
6.3,45.5,49.9
4.2,46.7,87.3
4.8,48.6,59.8
3.9,48.3,36.1
5.1,48.8,46.9
4.6,49.5,60.2
6.2,47.6,29.3
6.8,45.7,83.4
3.4,47.4,50.3
2.8,45.0,40.5
3.6,47.7,62.9
5.6,49.6,38.7
3.1,49.9,54.5
3.6,49.9,42.6
6.7,46.1,64.8
5.8,48.4,51.9
6.8,46.5,49.7
2.4,46.5,72.4
4.4,47.0,49.5
6.5,48.3,60.5
4.2,45.7,55.8
5.4,47.9,49.2
2.9,49.2,47.8
3.2,48.2,38.5
4.1,47.5,62.5
3.6,46.5,36.4
5.2,45.9,16.3
6.1,45.8,66.2
3.8,47.1,28.2
5.8,48.5,68.5
3.4,47.2,46.8
4.0,48.3,62.7
2.2,49.9,52.7
2.7,49.7,49.6
2.6,46.6,63.2
4.9,47.2,73.9
5.1,45.6,37.6
2.3,46.8,39.5
4.8,49.0,8.8
5.8,49.2,72.6
4.5,45.3,37.3
4.3,47.7,61.3
5.2,48.5,60.1
3.9,48.1,93.6
5.0,48.5,26.1
6.6,49.9,45.1
6.3,45.6,53.3
5.7,48.6,21.3
6.4,49.2,56.1
3.5,49.0,45.7
5.8,48.0,43.1
3.5,48.7,42.9
4.6,45.8,46.6
4.4,48.1,59.8
2.2,47.0,50.8
4.9,48.6,41.0
4.5,49.1,57.7
4.6,47.5,62.8
2.2,45.2,40.4
3.9,46.8,45.5
4.1,47.6,52.2
5.7,45.4,36.3
5.7,45.5,48.1
3.9,46.1,41.9
4.0,49.3,43.8
5.6,48.2,45.2
4.1,48.7,35.9
5.0,48.9,57.9
3.3,48.3,39.4
2.3,48.0,48.1
5.5,47.7,25.8
5.3,48.8,38.9
2.4,48.0,42.2
2.1,47.5,82.6
2.0,48.8,21.6
2.6,46.3,45.4
3.1,45.1,31.2
6.3,49.5,77.6
4.2,49.8,72.2
5.3,48.4,39.0
6.8,48.9,85.6
4.2,45.2,45.0
6.0,45.8,55.5
3.9,49.4,37.0
5.7,47.1,22.3
3.3,45.2,40.8
6.4,45.9,53.3
2.3,47.8,52.2
4.3,47.6,58.7
6.9,46.2,61.7
2.7,49.9,65.6
2.5,48.8,75.1
3.7,48.5,66.0
2.7,48.0,36.5
5.4,48.9,28.7
5.1,45.6,41.7
4.6,49.5,53.2
6.9,49.0,47.8
3.6,49.7,34.4
4.2,45.5,46.1
4.3,45.0,26.8
5.5,48.9,64.2
3.1,49.9,6.2
5.8,48.7,60.9
2.9,49.7,78.5
6.9,47.2,45.4
6.8,46.1,45.9
4.0,49.5,42.9
6.4,45.0,56.6
4.0,47.9,69.2
4.7,48.4,52.3
5.7,45.2,42.8
5.8,49.6,70.7
6.4,49.6,44.1
4.3,49.8,42.9
5.0,49.1,61.5
4.8,47.3,75.9
4.5,47.7,55.6
5.5,48.8,60.2
3.3,47.6,53.0
2.3,48.0,62.1
4.6,49.2,52.9
4.1,45.6,58.0
4.6,49.6,58.0
5.1,46.2,52.4
3.8,45.1,27.3
3.5,45.1,30.1
5.4,49.5,51.6
4.0,48.6,41.8
6.2,49.4,85.7
5.8,47.6,35.9
6.5,47.8,35.8
2.5,45.7,50.6
2.8,49.8,34.9
5.0,46.9,41.9
5.5,47.7,52.7
3.1,46.6,55.5
2.1,46.2,61.8
6.3,47.6,46.0
5.9,47.6,76.7
6.6,49.9,61.2
3.4,47.7,33.2
4.5,49.0,45.7
5.6,49.0,58.0
5.1,48.2,48.2
2.1,46.4,47.9
4.5,49.3,17.6
6.9,47.9,38.3
3.2,49.5,55.7
4.3,45.3,57.1
6.0,45.3,47.8
3.3,48.9,75.2
4.0,45.6,50.2
5.5,46.9,54.0
4.2,46.1,57.3
6.8,47.5,37.2
6.3,45.9,41.8
3.4,49.4,31.2
2.0,49.7,44.2
4.7,47.9,44.7
6.3,46.0,65.0
6.5,48.5,64.5
2.6,48.8,20.9
6.5,46.8,16.1
4.5,46.8,57.7
6.9,47.2,54.8
6.0,45.3,52.4
2.8,47.0,41.4
4.6,46.3,34.2
6.4,46.3,37.5
6.1,45.7,49.6
6.8,47.2,67.0
6.2,47.1,36.5
7.0,45.9,57.0
4.6,46.4,32.9
5.0,45.3,64.0
2.3,46.7,45.7
4.0,46.1,59.6
3.6,47.6,56.2
6.6,46.2,41.3
3.7,47.3,52.3
6.4,49.1,60.0
3.2,48.4,23.4
4.9,47.2,50.9
4.7,45.5,35.1
2.5,45.1,38.8
3.6,48.6,60.2
6.9,46.1,33.3
5.0,49.3,47.2
6.1,45.4,53.2
5.6,47.8,49.5
6.5,47.4,74.3
3.7,48.9,52.7
3.1,49.5,61.3
2.4,46.7,75.3
6.2,45.2,33.8
4.6,45.9,48.2
5.6,45.7,50.6
2.3,45.5,28.8
6.2,46.4,55.5
4.9,47.9,46.0
2.6,47.1,28.0
4.5,49.3,67.8
5.0,47.3,63.8
3.7,46.4,59.4
5.6,49.7,66.3
4.9,45.1,40.8
6.2,48.2,68.0
6.3,45.8,56.4
2.3,47.5,63.8
5.2,49.6,34.2
5.6,46.0,69.1
2.7,46.5,40.7
6.4,46.7,42.2
6.3,49.8,61.8
2.7,48.2,75.6
6.4,46.3,40.0
5.2,48.7,53.8
5.9,45.9,48.7
6.0,45.9,93.3
2.8,46.3,49.3
2.3,49.7,82.2
5.2,46.1,74.5
3.7,48.4,37.2
3.3,47.6,70.7
2.6,45.7,45.5
6.3,48.5,41.3
4.9,46.8,41.9
6.2,49.5,29.0
4.8,45.1,65.9
2.2,46.8,61.3
3.1,46.9,64.6
6.1,48.1,37.3
3.0,47.9,31.2
6.6,48.5,44.3
3.6,49.9,35.8
4.1,49.4,41.2
5.3,46.4,52.6
6.0,46.6,75.8
5.8,46.7,49.5
6.1,49.2,49.5
4.5,45.0,52.1
3.6,45.5,59.4
3.1,45.4,64.5
6.8,45.8,51.7
4.9,47.8,25.1
6.8,45.8,53.8
4.5,49.0,19.8
3.9,49.1,23.5
5.1,46.7,46.4
7.0,46.1,53.6
6.3,45.7,61.5
4.0,47.7,48.8
2.2,47.4,49.1
4.0,45.0,42.2
5.8,46.5,54.1
2.0,47.5,41.8
6.2,45.8,41.1
3.3,46.4,34.2
3.8,48.7,14.3
6.6,46.9,80.4
3.9,45.9,29.9
4.4,49.0,39.5
4.2,48.2,72.1
3.8,48.1,47.0
2.4,45.4,55.7
4.1,47.0,61.0
4.5,46.2,75.8
3.1,48.0,64.6
6.1,45.3,30.8
4.5,48.4,56.1
3.2,48.0,69.6
2.5,46.9,49.6
4.9,47.1,71.9
4.4,47.3,56.0
5.6,46.2,59.0
6.9,47.3,70.9
3.0,47.1,64.6
5.7,48.6,62.2
4.2,47.3,59.0
4.0,47.7,63.2
3.4,47.4,48.6
3.8,48.2,39.4
2.6,46.6,80.9
4.3,45.3,61.5
4.9,46.2,30.8
3.4,48.6,24.5
4.3,46.3,51.8
4.4,48.9,44.7
5.3,46.6,47.8
4.9,45.5,58.9
6.7,46.1,47.7
4.6,48.5,49.3
5.0,49.2,64.7
4.7,49.5,51.5
3.7,47.2,53.1
2.8,48.4,47.3
2.1,47.3,40.4
3.1,48.1,67.2
4.8,47.7,41.1
2.1,47.9,26.1
3.6,45.4,29.6
2.2,45.2,41.8
5.4,47.0,61.0
4.6,48.1,47.2
6.5,46.3,33.5
5.1,46.4,34.1
5.5,49.3,47.8
6.4,49.9,61.4
6.5,49.7,108.1
3.8,47.3,74.6
4.9,48.3,58.5
4.0,49.1,40.4
4.8,48.8,65.2
6.7,48.0,61.5
7.0,45.4,66.2
4.4,45.4,43.5
2.3,45.1,23.7
6.8,47.5,30.9
2.6,48.8,37.1
2.1,49.2,40.4
5.5,47.7,57.8
6.2,46.0,64.1
5.1,47.5,38.0
5.0,48.0,-7.4
3.6,47.2,73.6
5.1,49.3,65.6
6.1,47.9,52.9
3.6,48.6,77.1
4.3,49.0,40.6
5.2,46.6,55.6
5.9,47.8,35.3
5.2,48.4,53.5
2.8,49.7,37.1
4.6,47.8,54.6
4.2,49.4,52.1
5.2,48.1,38.6
5.2,45.7,37.2
2.5,46.9,37.7
2.7,48.0,38.7
2.4,47.7,75.5
2.5,47.8,38.2
4.6,49.9,39.5
