chromosome	scaffold	position	Fst	piPop1	piPop2	piPop1_egg	piPop2_egg	TajDPop1	TajDPop2	thetaWPop1	thetaWPop2	SPop1	SPop2	Dxy	Dxy_egg	SampleNrPop1	SampleNrPop2	genome_pos	comp
CHR5	CHR5	6725001	0.0376	0.0096	0.0046	466.7186	227.9313	-0.2629	-0.973	498.8061	299.923	1841	1120	0.0076	0.006	12	12	204754234	Shortwinged
CHR5	CHR5	6750004	0.1408	0.0095	0.0041	456.6421	211.5444	-0.1621	-1.0211	475.505	282.7846	1755	1056	0.009	0.0067	12	12	204779237	Shortwinged
CHR5	CHR5	6775000	0.1355	0.0094	0.005	465.1597	251.7038	0.3529	-0.4793	427.9259	285.4624	1598	1066	0.0094	0.0066	12	12	204804233	Shortwinged
CHR5	CHR5	6799999	0.0422	0.0116	0.0067	566.3694	328.9072	0.6435	-0.1821	489.3231	344.3759	1806	1286	0.0099	0.007	12	12	204829232	Shortwinged
CHR5	CHR5	6825002	0.0297	0.0124	0.0096	546.7879	438.7628	0.4473	0.6335	492.8453	379.8621	1819	1402	0.0116	0.0073	12	12	204854235	Shortwinged
CHR5	CHR5	6849997	0.0159	0.0131	0.0114	597.6357	538.4335	0.4003	0.6905	544.3245	460.6031	2009	1700	0.0127	0.0074	12	12	204879230	Shortwinged
CHR5	CHR5	6875001	0.0283	0.0145	0.0117	726.8278	592.3211	0.7366	0.5138	615.8534	526.1713	2273	1942	0.0139	0.0087	12	12	204904234	Shortwinged
CHR5	CHR5	6900002	0.1181	0.015	0.0083	725.3739	413.156	0.833	-0.5106	602.5772	472.6466	2224	1765	0.0147	0.0098	12	12	204929235	Shortwinged
CHR5	CHR5	6925002	0.1512	0.0146	0.005	709.8837	248.9147	0.5069	-1.4789	631.5681	391.7744	2331	1463	0.0132	0.0092	12	12	204954235	Shortwinged
CHR5	CHR5	6950000	0.0722	0.0144	0.0068	695.2748	332.4185	0.3123	-0.4363	645.9281	372.4937	2384	1391	0.0122	0.0089	12	12	204979233	Shortwinged
CHR5	CHR5	6975000	0.0856	0.0164	0.0069	791.4259	331.6395	0.4645	-0.7858	710.6835	411.323	2623	1536	0.0138	0.0098	12	12	205004233	Shortwinged
CHR5	CHR5	7000002	0.1287	0.0163	0.0051	792.9447	248.0064	0.4698	-1.3199	711.2254	367.6735	2625	1373	0.0138	0.0096	12	12	205029235	Shortwinged
CHR5	CHR5	7024998	0.1274	0.0158	0.005	766.5102	250.9643	0.4724	-0.872	687.1114	319.7394	2536	1194	0.0134	0.0098	12	12	205054231	Shortwinged
CHR5	CHR5	7049524	0.1656	0.0161	0.0063	723.5422	289.4941	0.3104	-0.7557	672.4805	355.2063	2482	1311	0.0156	0.0114	12	12	205078757	Shortwinged
CHR5	CHR5	7075441	0.1476	0.0153	0.0075	670.788	343.9845	0.0907	-0.2883	656.2239	370.1081	2422	1366	0.0153	0.0109	12	12	205104674	Shortwinged
CHR5	CHR5	7099847	0.1005	0.0137	0.0044	599.4771	204.3642	0.1926	-0.0361	572.5026	206.1876	2113	761	0.0111	0.008	12	12	205129080	Shortwinged
CHR5	CHR5	7124824	0.1832	0.0135	0.0005	524.9125	22.2452	0.2256	-2.2955	497.4513	51.4792	1836	190	0.0101	0.0075	12	12	205154057	Shortwinged
CHR5	CHR5	7150688	0.2556	0.012	0.0004	505.9763	16.3572	0.5274	-2.3247	448.1397	39.0971	1654	146	0.0103	0.0076	12	12	205179921	Shortwinged
CHR5	CHR5	7174313	0.2997	0.0092	0.0002	218.629	6.5104	1.0129	-1.4433	174.8658	10.4437	653	39	0.0086	0.0066	12	12	205203546	Shortwinged
CHR5	CHR5	7201595	0.1088	0.0066	0.0013	163.5215	34.2711	0.6273	-0.6974	141.7032	41.5072	523	155	0.0048	0.0037	12	12	205230828	Shortwinged
CHR5	CHR5	7225002	0.1646	0.0102	0.0036	494.4655	180.2211	0.5427	-0.4963	436.4892	205.3937	1611	767	0.0095	0.0073	12	12	205254235	Shortwinged
CHR5	CHR5	7250001	0.1964	0.0136	0.0058	670.0898	298.6714	0.5519	-0.4882	590.3848	339.5557	2179	1268	0.0143	0.0095	12	12	205279234	Shortwinged
CHR5	CHR5	7274996	0.1967	0.0092	0.003	465.7077	155.8699	0.5969	-0.5207	405.9672	178.8827	1516	668	0.009	0.0057	12	12	205304229	Shortwinged
CHR5	CHR5	7299999	0.1514	0.0065	0.0001	329.0008	5.0932	0.1741	-1.2034	315.4548	7.4981	1178	28	0.0044	0.0036	12	12	205329232	Shortwinged
CHR5	CHR5	7325002	0.1062	0.0062	0.0001	314.5639	7.3676	-0.5782	-2.2868	366.8701	17.674	1370	66	0.0039	0.0033	12	12	205354235	Shortwinged
CHR5	CHR5	7350003	0.0563	0.0061	0.0003	304.0187	17.5852	-1.0483	-2.2116	409.9841	39.3649	1531	147	0.0036	0.0031	12	12	205379236	Shortwinged
CHR5	CHR5	7375001	0.0516	0.0096	0.0024	463.3093	116.6941	-0.6962	-0.903	558.4135	150.2293	2061	561	0.0066	0.0054	12	12	205404234	Shortwinged
CHR5	CHR5	7400001	0.0575	0.0102	0.0036	497.3449	180.1059	-0.4023	-0.5398	551.6399	207.8038	2036	776	0.0077	0.006	12	12	205429234	Shortwinged
CHR5	CHR5	7425001	0.075	0.0082	0.0041	406.3589	209.9718	-0.2403	-0.3831	431.9427	231.9048	1613	866	0.0072	0.0048	12	12	205454234	Shortwinged
CHR5	CHR5	7450012	0.0342	0.0103	0.0076	451.5935	348.5156	-0.498	-0.3846	514.2498	384.7391	1898	1420	0.0096	0.0055	12	12	205479245	Shortwinged
CHR5	CHR5	7474996	0.0322	0.0133	0.0099	581.5897	446.6984	-0.3122	-0.3928	629.6715	494.2	2324	1824	0.0123	0.0081	12	12	205504229	Shortwinged
CHR5	CHR5	7500001	0.1301	0.013	0.0071	637.9218	358.5057	0.1372	-0.9646	617.2081	469.2733	2278	1732	0.0131	0.0081	12	12	205529234	Shortwinged
CHR5	CHR5	7524994	0.1152	0.0124	0.008	580.3226	380.447	0.1852	-0.5488	555.1622	439.4695	2049	1622	0.0128	0.0074	12	12	205554227	Shortwinged
CHR5	CHR5	7550000	0.0181	0.0107	0.0101	466.6832	439.5442	0.182	0.5493	446.785	387.4485	1649	1430	0.0108	0.0069	12	12	205579233	Shortwinged
CHR5	CHR5	7575001	0.0322	0.0099	0.007	450.0095	322.9959	0.2559	-0.2927	423.4839	348.1249	1563	1300	0.009	0.0067	12	12	205604234	Shortwinged
CHR5	CHR5	7599978	0.0427	0.0115	0.0066	513.8194	299.3142	0.4428	-0.715	463.5835	363.3889	1711	1357	0.0098	0.0078	12	12	205629211	Shortwinged
CHR5	CHR5	7625043	0.0198	0.0115	0.0082	521.2291	369.0001	0.7129	0.2866	443.8046	344.6437	1638	1287	0.0102	0.0081	12	12	205654276	Shortwinged
CHR5	CHR5	7650002	0.0086	0.0101	0.008	512.6756	403.5011	0.5576	0.4777	451.1201	360.9788	1665	1348	0.0092	0.0072	12	12	205679235	Shortwinged
CHR5	CHR5	7674999	0.0219	0.0092	0.0054	462.1496	275.475	-0.0079	-0.5078	463.0416	314.9192	1709	1176	0.0076	0.0059	12	12	205704232	Shortwinged
CHR5	CHR5	7700003	0.0527	0.0083	0.0027	409.0205	132.7422	-0.1151	-1.9175	420.9634	251.9889	1572	941	0.0061	0.0049	12	12	205729236	Shortwinged
CHR5	CHR5	7724999	0.054	0.0085	0.0031	418.444	150.142	0.1721	-1.9012	401.4148	282.7846	1499	1056	0.0064	0.0052	12	12	205754232	Shortwinged
CHR5	CHR5	7750000	0.0315	0.0091	0.006	450.4841	299.3249	0.2494	-0.9718	424.5677	393.649	1567	1470	0.0081	0.0063	12	12	205779233	Shortwinged
CHR5	CHR5	7774999	0.045	0.0113	0.0076	545.5356	371.0635	0.3136	-0.6947	506.6634	447.7422	1870	1672	0.0103	0.0076	12	12	205804232	Shortwinged
CHR5	CHR5	7800000	0.0684	0.0118	0.0044	548.8416	210.3172	0.1049	-1.321	535.1124	311.9735	1975	1165	0.0093	0.0068	12	12	205829233	Shortwinged
CHR5	CHR5	7824590	0.073	0.0109	0.0019	408.2711	75.1489	-0.1112	-2.5383	419.6907	201.3769	1549	752	0.0074	0.0057	12	12	205853823	Shortwinged
CHR5	CHR5	7850960	0.0778	0.0107	0.0021	419.3344	82.5703	0.1335	-1.7393	405.9672	144.8735	1516	541	0.0074	0.006	12	12	205880193	Shortwinged
CHR5	CHR5	7874997	0.0659	0.0102	0.0032	497.9076	162.2424	0.6311	1.1683	430.8716	125.8606	1609	470	0.0077	0.006	12	12	205904230	Shortwinged
CHR5	CHR5	7900092	0.0505	0.0083	0.0035	413.2514	175.2258	0.5803	1.0059	361.5144	140.3211	1350	524	0.0065	0.0049	12	12	205929325	Shortwinged
CHR5	CHR5	7925001	0.0423	0.0071	0.0035	354.952	178.7128	-0.0707	-0.7819	361.2466	221.461	1349	827	0.0058	0.0044	12	12	205954234	Shortwinged
CHR5	CHR5	7950000	0.0332	0.0073	0.0047	361.9265	237.4191	-0.0844	-0.8872	369.5662	303.9398	1364	1135	0.0064	0.0048	12	12	205979233	Shortwinged
CHR5	CHR5	7974970	0.0333	0.0071	0.0039	326.3871	183.3372	-0.1918	-1.0399	342.4719	246.6331	1264	921	0.0059	0.0047	12	12	206004203	Shortwinged
CHR5	CHR5	8000007	0.0515	0.0066	0.0021	268.0496	96.8362	-0.0994	-1.2532	274.7362	140.3211	1014	524	0.0049	0.004	12	12	206029240	Shortwinged
CHR5	CHR5	8025003	0.1044	0.0083	0.0013	347.9853	63.9008	0.5619	-1.8238	305.8946	116.488	1129	435	0.0059	0.0048	12	12	206054236	Shortwinged
CHR5	CHR5	8049998	0.0781	0.0096	0.0018	448.7714	85.6507	0.0761	-2.3317	440.5119	201.9125	1645	754	0.0066	0.0058	12	12	206079231	Shortwinged
CHR5	CHR5	8075000	0.0302	0.0108	0.0041	523.0736	200.2102	-0.134	-1.6901	540.9326	343.3047	2020	1282	0.0079	0.0069	12	12	206104233	Shortwinged
CHR5	CHR5	8099997	0.017	0.0087	0.0047	421.8036	229.6992	0.0394	-1.2385	417.7499	330.7187	1560	1235	0.0069	0.0057	12	12	206129230	Shortwinged
CHR5	CHR5	8125003	0.024	0.0059	0.0022	292.0096	109.4327	-0.3732	-0.5049	321.6139	125.0572	1201	467	0.0042	0.0035	12	12	206154236	Shortwinged
CHR5	CHR5	8150000	0.0424	0.008	0.002	388.1493	101.431	-0.3114	-0.5622	420.4278	117.8269	1570	440	0.0054	0.0046	12	12	206179233	Shortwinged
CHR5	CHR5	8175001	0.063	0.0095	0.0032	453.3062	157.7429	0.2544	-1.1084	426.7352	217.1764	1575	811	0.0072	0.006	12	12	206204234	Shortwinged
CHR5	CHR5	8199999	0.097	0.0115	0.0041	559.0606	194.3902	0.8416	-1.5495	463.5835	314.6514	1711	1175	0.0094	0.0073	12	12	206229232	Shortwinged
CHR5	CHR5	8225001	0.0804	0.0107	0.0039	519.9126	185.0618	0.234	-1.8741	491.7615	344.1081	1815	1285	0.0086	0.0065	12	12	206254234	Shortwinged
CHR5	CHR5	8250003	0.0443	0.0075	0.0024	355.2347	118.5156	-0.6409	-2.2427	421.3164	265.3783	1555	991	0.0054	0.0041	12	12	206279236	Shortwinged
CHR5	CHR5	8275001	0.0398	0.0069	0.0018	330.2375	91.3791	-0.978	-2.5684	435.1562	249.5788	1625	932	0.0047	0.0036	12	12	206304234	Shortwinged
CHR5	CHR5	8299997	0.0323	0.0075	0.0018	370.0751	90.5454	-0.973	-2.6823	486.8393	267.7884	1818	1000	0.005	0.0037	12	12	206329230	Shortwinged
CHR5	CHR5	8325002	0.0179	0.0078	0.003	341.014	133.1705	-0.3158	-1.9376	369.8158	255.2024	1381	953	0.0056	0.0036	12	12	206354235	Shortwinged
CHR5	CHR5	8350003	0	0.0064	0.004	282.2866	179.2944	-0.4535	-1.4882	317.5452	283.3201	1172	1058	0.0052	0.0037	12	12	206379236	Shortwinged
CHR5	CHR5	8375000	0	0.0047	0.0034	234.9533	172.706	-1.4582	-1.7257	366.8701	300.7264	1370	1123	0.004	0.0034	12	12	206404233	Shortwinged
CHR5	CHR5	8399999	0.0148	0.0045	0.0018	221.5962	91.4497	-1.7136	-1.547	383.7408	148.087	1433	553	0.0032	0.0029	12	12	206429232	Shortwinged
CHR5	CHR5	8425004	0.0497	0.0067	0.0004	328.3051	19.6739	-1.2705	-0.6905	478.0023	23.8332	1785	89	0.0039	0.0035	12	12	206454237	Shortwinged
CHR5	CHR5	8450003	0.0644	0.01	0.0006	474.7809	33.0025	-0.8019	-1.1018	590.6557	45.524	2180	170	0.0061	0.0053	12	12	206479236	Shortwinged
CHR5	CHR5	8474999	0.0799	0.0108	0.0006	498.1291	28.4078	-0.0429	-1.1896	503.4121	40.4361	1858	151	0.0067	0.0061	12	12	206504232	Shortwinged
CHR5	CHR5	8500001	0.0896	0.0111	0.0002	521.4997	7.9293	0.4107	-1.6732	473.8793	13.925	1749	52	0.0067	0.0062	12	12	206529234	Shortwinged
CHR5	CHR5	8524856	0.076	0.0102	0.0002	496.5911	7.8756	-0.2783	-2.0568	533.1667	16.6029	1991	62	0.006	0.0054	12	12	206554089	Shortwinged
CHR5	CHR5	8539179	0.0575	0.0084	0.0002	202.1698	4.1101	-0.882	-2.3241	258.4158	10.4437	965	39	0.0048	0.0044	12	12	206568412	Shortwinged
CHR5	CHR5	8587098	0.0323	0.005	0.0003	95.0974	6.9605	-1.3241	-1.5783	141.3923	11.7827	528	44	0.0029	0.0026	12	12	206616331	Shortwinged
CHR5	CHR5	8602132	0.0577	0.0053	0.0016	238.0935	75.4918	-0.4167	0.5873	265.3783	65.8759	991	246	0.0039	0.0035	12	12	206631365	Shortwinged
CHR5	CHR5	8624998	0.0846	0.0061	0.0017	313.8411	84.8846	0.5676	-0.7046	275.2865	102.8308	1028	384	0.0046	0.0038	12	12	206654231	Shortwinged
CHR5	CHR5	8650003	0.082	0.0084	0.0018	436.5935	97.1196	0.5572	-1.0986	384.1972	133.3586	1418	498	0.006	0.0044	12	12	206679236	Shortwinged
CHR5	CHR5	8675000	0.063	0.0081	0.0019	412.086	103.5082	0.0079	-0.523	411.2915	118.8981	1518	444	0.0057	0.0045	12	12	206704233	Shortwinged
CHR5	CHR5	8698721	0.041	0.0049	0.0007	199.8743	31.9615	-1.3598	-1.666	299.663	54.6288	1106	204	0.0031	0.0028	12	12	206727954	Shortwinged
CHR5	CHR5	8726055	0.0111	0.0024	0.0005	99.0439	22.0084	-2.4878	-2.437	256.5413	55.9678	958	209	0.0015	0.0013	12	12	206755288	Shortwinged
CHR5	CHR5	8750000	0	0.002	0.0004	98.9986	20.0116	-2.6949	-2.4506	295.3706	51.4154	1103	192	0.0012	0.001	12	12	206779233	Shortwinged
CHR5	CHR5	8775000	0	0.0027	0.0008	136.2747	38.8095	-2.4465	-0.1093	343.5725	39.9005	1283	149	0.0017	0.0014	12	12	206804233	Shortwinged
CHR5	CHR5	8800003	0.0139	0.0041	0.0009	204.5264	44.376	-1.906	0.1953	385.8831	42.3106	1441	158	0.0026	0.0022	12	12	206829236	Shortwinged
CHR5	CHR5	8824995	0.0287	0.0055	0.001	267.2974	51.1006	-1.4558	0.2176	416.9466	48.4697	1557	181	0.0034	0.0028	12	12	206854228	Shortwinged
CHR5	CHR5	8850001	0.0274	0.0065	0.0014	323.8922	72.6487	-1.4203	1.0519	498.3542	57.5745	1861	215	0.0042	0.0033	12	12	206879234	Shortwinged
CHR5	CHR5	8875003	0.0258	0.0071	0.0012	336.1622	64.1852	-1.5681	-0.4254	545.4083	71.7673	2013	268	0.0044	0.0037	12	12	206904236	Shortwinged
CHR5	CHR5	8899997	0.0249	0.0068	0.0012	318.1672	60.5683	-1.6246	-1.2262	528.0679	87.0312	1949	325	0.0042	0.0036	12	12	206929230	Shortwinged
CHR5	CHR5	8919939	0.0722	0.0077	0.0014	279.1777	53.725	-1.375	-1.0457	420.7745	72.5707	1553	271	0.0053	0.0041	12	12	206949172	Shortwinged
CHR5	CHR5	8951997	0.0702	0.0081	0.0027	286.8914	93.5703	-1.2035	-1.788	406.6854	167.6355	1501	626	0.0062	0.0047	12	12	206981230	Shortwinged
CHR5	CHR5	8975168	0.0221	0.0083	0.0032	353.3593	139.6179	-1.3992	-2.0501	537.28	282.5168	1983	1055	0.006	0.0049	12	12	207004401	Shortwinged
CHR5	CHR5	9000067	0.0299	0.0098	0.0028	388.683	113.9728	-1.0142	-2.3652	516.9592	270.943	1908	1000	0.0067	0.0058	12	12	207029300	Shortwinged
CHR5	CHR5	9025002	0.0456	0.0086	0.0013	385.1416	58.741	-0.6329	-2.5569	455.7261	159.6019	1682	596	0.0054	0.0049	12	12	207054235	Shortwinged
CHR5	CHR5	9050003	0.0229	0.0098	0.0046	491.2929	230.8406	0.3161	0.6424	455.7759	199.2346	1702	744	0.0075	0.0058	12	12	207079236	Shortwinged
CHR5	CHR5	9075001	0.0593	0.0129	0.0067	603.8341	318.088	0.6398	0.8132	522.1072	265.2532	1927	979	0.0111	0.0085	12	12	207104234	Shortwinged
CHR5	CHR5	9100002	0.1063	0.0121	0.0028	540.0641	132.1943	-0.2389	0.462	573.5863	118.6303	2117	443	0.0092	0.0078	12	12	207129235	Shortwinged
CHR5	CHR5	9125000	0.1272	0.0117	0.0007	559.997	34.9783	-0.1799	1.7862	585.7788	24.101	2162	90	0.008	0.007	12	12	207154233	Shortwinged
CHR5	CHR5	9150002	0.1217	0.0119	0.0011	579.7488	55.598	-0.01	-2.1971	581.1727	121.8437	2145	455	0.0083	0.007	12	12	207179235	Shortwinged
CHR5	CHR5	9175000	0.0489	0.0096	0.0031	465.0932	153.5255	-0.8331	-2.1491	584.1531	326.7019	2156	1220	0.007	0.0056	12	12	207204233	Shortwinged
CHR5	CHR5	9199997	0	0.0066	0.0037	323.6879	183.095	-1.5228	-2.1259	518.1706	384.812	1935	1437	0.0051	0.004	12	12	207229230	Shortwinged
CHR5	CHR5	9225001	0.017	0.0064	0.002	314.2285	101.0203	-1.4485	-1.9989	488.7139	199.5024	1825	745	0.0043	0.0036	12	12	207254234	Shortwinged
CHR5	CHR5	9250002	0.06	0.0089	0.0004	427.7078	22.5214	-0.9329	-0.9361	555.3932	29.4567	2074	110	0.0052	0.0046	12	12	207279235	Shortwinged
CHR5	CHR5	9275002	0.0567	0.0106	0.0021	515.9546	109.2268	-0.4846	-1.0286	585.921	146.4803	2188	547	0.0071	0.0058	12	12	207304235	Shortwinged
CHR5	CHR5	9300006	0.0428	0.0126	0.0061	531.4417	309.1925	-0.1331	-0.9161	549.1915	398.5571	2002	1471	0.0102	0.0076	12	12	207329239	Shortwinged
CHR5	CHR5	9324994	0.024	0.0164	0.0131	709.7509	634.5139	0.3271	0.5014	657.5485	565.1871	2397	2086	0.0154	0.0099	12	12	207354227	Shortwinged
CHR5	CHR5	9349997	0.0285	0.0156	0.0099	786.258	522.7473	0.2591	0.5102	739.4034	464.3451	2729	1734	0.0135	0.0082	12	12	207379230	Shortwinged
CHR5	CHR5	9375001	0.0355	0.0124	0.005	611.8544	253.2828	0.0987	-0.9693	597.4293	332.861	2205	1243	0.0094	0.0076	12	12	207404234	Shortwinged
CHR5	CHR5	9400001	0.0276	0.0116	0.0063	552.5025	300.6766	0.1705	-0.6162	530.2211	354.5519	1980	1324	0.0095	0.0081	12	12	207429234	Shortwinged
CHR5	CHR5	9425000	0.0677	0.0117	0.0044	553.9835	207.357	0.2648	-1.2833	520.0451	303.4043	1942	1133	0.0091	0.0078	12	12	207454233	Shortwinged
CHR5	CHR5	9450000	0.0915	0.0112	0.0022	546.9208	110.3889	0.3991	-1.9447	498.2642	212.3562	1839	793	0.008	0.0069	12	12	207479233	Shortwinged
CHR5	CHR5	9475000	0.0641	0.0123	0.0049	620.0459	246.6784	0.6368	-0.371	536.4671	271.5375	1980	1014	0.0097	0.0073	12	12	207504233	Shortwinged
CHR5	CHR5	9499995	0.05	0.0123	0.0079	630.4869	406.0371	0.8357	1.0462	523.4619	323.235	1932	1193	0.0112	0.0069	12	12	207529228	Shortwinged
CHR5	CHR5	9525003	0.0434	0.0087	0.0043	424.1152	229.6894	-0.6382	1.2079	502.5993	177.1967	1855	654	0.0071	0.0045	12	12	207554236	Shortwinged
CHR5	CHR5	9550002	0.033	0.0075	0.001	352.4585	56.4266	-1.481	-1.0075	552.7237	75.2485	2040	281	0.0045	0.0038	12	12	207579235	Shortwinged
CHR5	CHR5	9574998	0.0438	0.0068	0.0006	331.505	33.6593	-1.1113	-1.1618	456.5792	47.3985	1705	177	0.004	0.0033	12	12	207604231	Shortwinged
CHR5	CHR5	9599999	0.0452	0.0044	0.0002	217.95	11.6347	-1.0156	-1.5928	290.8182	19.5486	1086	73	0.0025	0.0022	12	12	207629232	Shortwinged
CHR5	CHR5	9625004	0.0397	0.0049	0.0006	244.6503	32.8593	-0.7322	-1.3063	298.5841	48.7375	1115	182	0.003	0.0026	12	12	207654237	Shortwinged
CHR5	CHR5	9649996	0.0262	0.0064	0.0022	314.0148	107.9413	-0.6144	-1.5061	370.0836	171.9202	1382	642	0.0045	0.004	12	12	207679229	Shortwinged
CHR5	CHR5	9675006	0.0171	0.0056	0.0024	277.3958	118.4554	-0.651	-1.9866	330.4509	232.4403	1234	868	0.0041	0.0036	12	12	207704239	Shortwinged
CHR5	CHR5	9699999	0.0201	0.0042	0.001	206.1873	50.8225	-1.3538	-2.2271	309.5634	113.2745	1156	423	0.0027	0.0022	12	12	207729232	Shortwinged
CHR5	CHR5	9724264	0.0728	0.0056	0.0005	237.8136	21.1639	-0.8279	0.104	298.8519	20.6197	1116	77	0.0035	0.0032	12	12	207753497	Shortwinged
CHR5	CHR5	9752871	0.0707	0.0075	0.0008	284.4371	35.0036	-0.5702	0.9727	330.9865	28.1178	1236	105	0.0048	0.0043	12	12	207782104	Shortwinged
CHR5	CHR5	9775062	0.0635	0.0058	0.0012	265.104	57.1792	-1.4367	1.0256	410.5196	45.524	1533	170	0.004	0.0032	12	12	207804295	Shortwinged
CHR5	CHR5	9799998	0.0688	0.0049	0.0017	246.7218	87.8182	-1.7845	1.7369	440.5119	61.3235	1645	229	0.0038	0.0028	12	12	207829231	Shortwinged
CHR5	CHR5	9824999	0.0318	0.0046	0.0019	234.2583	101.4935	-1.799	1.4831	420.9634	74.1774	1572	277	0.0035	0.0028	12	12	207854232	Shortwinged
CHR5	CHR5	9847209	0.0046	0.0049	0.0029	199.2492	121.5771	-1.5633	-0.2661	324.2918	130.1452	1211	486	0.004	0.0029	12	12	207876442	Shortwinged
CHR5	CHR5	9875712	0.072	0.0092	0.0045	346.6875	171.3228	-0.6307	-0.698	410.5196	207.0004	1533	773	0.0079	0.0063	12	12	207904945	Shortwinged
CHR5	CHR5	9900694	0.1297	0.0113	0.0031	539.1541	149.5374	0.4409	-0.1573	486.3038	155.5851	1816	581	0.0093	0.0073	12	12	207929927	Shortwinged
CHR5	CHR5	9925002	0.1761	0.0122	0.0019	613.6109	99.6215	1.288	0.5834	466.5638	87.0312	1722	325	0.01	0.0074	12	12	207954235	Shortwinged
CHR5	CHR5	9950001	0.168	0.0125	0.0012	628.8299	64.5152	0.9186	-0.018	513.437	64.8048	1895	242	0.0096	0.0074	12	12	207979234	Shortwinged
CHR5	CHR5	9974996	0.1562	0.008	0.0005	400.2007	26.0723	0.6622	-0.0657	344.3685	26.5111	1271	99	0.0058	0.0045	12	12	208004229	Shortwinged
CHR5	CHR5	10000008	0.2297	0.0091	0.0015	390.3502	73.498	0.6535	-0.3183	336.5112	79.8009	1242	298	0.0084	0.0049	12	12	208029241	Shortwinged
CHR5	CHR5	10025007	0.3448	0.0103	0.0019	420.6098	89.3542	0.4871	-1.2086	375.7979	127.4673	1387	476	0.0124	0.0077	12	12	208054240	Shortwinged
CHR5	CHR5	10050001	0.3212	0.0097	0.002	466.5669	101.5447	0.5128	-2.1612	414.5428	217.712	1530	813	0.0113	0.0085	12	12	208079234	Shortwinged
CHR5	CHR5	10075001	0.1502	0.0123	0.0037	598.3211	184.0028	0.5942	-1.8417	522.3781	337.1456	1928	1259	0.0107	0.0088	12	12	208104234	Shortwinged
CHR5	CHR5	10099999	0.0497	0.0111	0.0038	546.1675	188.2592	0.3049	-1.819	507.9946	341.4302	1897	1275	0.0082	0.0073	12	12	208129232	Shortwinged
CHR5	CHR5	10125001	0.0435	0.0102	0.0034	495.3178	167.7896	-0.0226	-1.9177	498.0864	318.4004	1860	1189	0.0074	0.0066	12	12	208154234	Shortwinged
CHR5	CHR5	10150003	0.0429	0.0108	0.0038	531.4585	184.5955	0.0115	-1.9196	529.9533	350.535	1979	1309	0.008	0.0066	12	12	208179236	Shortwinged
CHR5	CHR5	10175004	0.0645	0.0118	0.0037	577.8528	180.8183	-0.0422	-2.0178	583.8822	359.9076	2155	1344	0.0088	0.0073	12	12	208204237	Shortwinged
CHR5	CHR5	10199999	0.0589	0.01	0.0032	483.3466	157.9114	-0.3606	-2.0669	530.4888	322.1495	1981	1203	0.0074	0.0062	12	12	208229232	Shortwinged
CHR5	CHR5	10225000	0.0287	0.0077	0.0028	379.1774	140.2657	-0.8513	-2.0018	479.8768	277.161	1792	1035	0.0055	0.0048	12	12	208254233	Shortwinged
CHR5	CHR5	10250000	0.0287	0.0078	0.0026	380.9988	128.3136	-0.9454	-1.9865	496.7475	251.7211	1855	940	0.0055	0.0047	12	12	208279233	Shortwinged
CHR5	CHR5	10275002	0.0495	0.0076	0.0018	375.5638	88.6299	-0.6252	-2.1288	443.9932	186.9163	1658	698	0.0052	0.0043	12	12	208304235	Shortwinged
CHR5	CHR5	10300001	0.0271	0.0078	0.0052	383.8435	256.1105	-0.6917	-0.889	462.7384	328.0408	1728	1225	0.0068	0.0057	12	12	208329234	Shortwinged
CHR5	CHR5	10324996	0.0021	0.0088	0.0081	412.8039	380.7285	-0.9975	-0.879	547.3595	486.036	2044	1815	0.0085	0.0073	12	12	208354229	Shortwinged
CHR5	CHR5	10350006	0.025	0.0093	0.0053	431.1093	250.2317	-0.8381	-1.2953	543.3427	367.6735	2029	1373	0.0077	0.0064	12	12	208379239	Shortwinged
CHR5	CHR5	10374996	0.0582	0.0094	0.0028	450.2792	143.4521	-0.5784	-1.3072	525.1331	211.8206	1961	791	0.0069	0.0057	12	12	208404229	Shortwinged
CHR5	CHR5	10400003	0.0475	0.0098	0.0041	478.8063	204.1657	-0.2164	-0.5213	505.5796	234.3149	1866	875	0.0076	0.006	12	12	208429236	Shortwinged
CHR5	CHR5	10424997	0.0427	0.0093	0.0062	466.5466	320.5535	-0.3456	-0.534	509.6438	368.7534	1881	1361	0.0084	0.0053	12	12	208454230	Shortwinged
CHR5	CHR5	10450001	0.0509	0.006	0.004	311.9755	217.9471	-0.6162	-0.7576	367.3987	268.0562	1356	1001	0.0055	0.0036	12	12	208479234	Shortwinged
CHR5	CHR5	10475001	0.033	0.006	0.0032	297.8052	158.2513	-0.6669	-1.1207	356.4264	218.7831	1331	817	0.0049	0.0042	12	12	208504234	Shortwinged
CHR5	CHR5	10500003	0.0228	0.0065	0.0025	318.5809	121.8711	-1.0903	-0.972	435.6917	160.4053	1627	599	0.0047	0.004	12	12	208529236	Shortwinged
CHR5	CHR5	10524998	0.0455	0.0054	0.0008	262.8476	41.63	-1.1285	-0.1378	364.1922	43.1139	1360	161	0.0034	0.0031	12	12	208554231	Shortwinged
CHR5	CHR5	10550002	0.0346	0.0072	0.0025	347.5105	125.7298	-1.3179	0.5196	514.6893	111.4	1922	416	0.0052	0.0042	12	12	208579235	Shortwinged
