individual_ID,sex,age_days_post_moult,body_mass_g,autotomy_regime,personality_category,personality_PC1_pre,personality_PC1_post,autotomy_latency_s,autotomy_censored,autotomy_occurred,sham_pinch_duration_s,timepoint,trial,OFT_latency_first_move_s,OFT_total_distance_cm,OFT_time_exposed_zone_s,OFT_time_central_zone_s,OFT_freezing_bouts_n,PCRT_latency_resume_s,PCRT_total_freeze_duration_s,PCRT_shelter_seeking_latency_s
GB069,M,15,1.09,sham,Shy,-0.475,-0.422,,,,26.0,pre,3,60.1,215,136,32,15,12.2,51.7,92.2
GB069,M,15,1.09,sham,Shy,-0.475,-0.422,,,,26.0,post,1,98.3,244,169,79,32,40.2,87.8,25.2
GB069,M,15,1.09,sham,Shy,-0.475,-0.422,,,,26.0,post,2,83.7,165,160,70,27,34.8,103.7,16.9
GB069,M,15,1.09,sham,Shy,-0.475,-0.422,,,,26.0,post,3,23.6,199,158,75,21,36.0,171.8,60.9
GB070,M,11,1.0,autotomy,Shy,-0.919,-1.233,30.0,True,False,,pre,1,364.5,232,84,31,20,30.4,107.4,47.5
GB070,M,11,1.0,autotomy,Shy,-0.919,-1.233,30.0,True,False,,pre,2,209.9,120,49,57,21,54.4,157.6,91.3
GB070,M,11,1.0,autotomy,Shy,-0.919,-1.233,30.0,True,False,,pre,3,294.4,123,107,58,15,91.6,122.4,166.9
GB070,M,11,1.0,autotomy,Shy,-0.919,-1.233,30.0,True,False,,post,1,168.3,328,10,0,45,101.5,170.6,21.2
GB070,M,11,1.0,autotomy,Shy,-0.919,-1.233,30.0,True,False,,post,2,153.6,181,10,23,21,82.8,111.3,16.4
GB070,M,11,1.0,autotomy,Shy,-0.919,-1.233,30.0,True,False,,post,3,452.6,272,10,25,50,94.3,295.0,13.4
GB071,M,12,1.01,autotomy,Shy,-0.725,-1.106,30.0,True,False,,pre,1,50.8,514,82,55,14,64.0,24.1,68.9
GB071,M,12,1.01,autotomy,Shy,-0.725,-1.106,30.0,True,False,,pre,2,65.1,609,83,39,8,43.1,64.3,43.2
GB071,M,12,1.01,autotomy,Shy,-0.725,-1.106,30.0,True,False,,pre,3,37.5,523,79,51,21,64.9,41.7,66.5
GB071,M,12,1.01,autotomy,Shy,-0.725,-1.106,30.0,True,False,,post,1,145.3,97,65,10,20,71.0,211.1,37.6
GB071,M,12,1.01,autotomy,Shy,-0.725,-1.106,30.0,True,False,,post,2,267.7,181,70,30,13,73.1,104.3,94.3
GB071,M,12,1.01,autotomy,Shy,-0.725,-1.106,30.0,True,False,,post,3,142.0,269,80,31,29,56.9,127.7,15.0
GB072,F,18,1.18,autotomy,Intermediate,-0.174,-0.274,30.0,True,False,,pre,1,50.3,1068,75,61,5,15.3,28.4,178.2
GB072,F,18,1.18,autotomy,Intermediate,-0.174,-0.274,30.0,True,False,,pre,2,19.0,1446,73,52,6,6.6,39.0,285.0
GB072,F,18,1.18,autotomy,Intermediate,-0.174,-0.274,30.0,True,False,,pre,3,111.4,1023,109,57,11,19.9,58.2,300.0
GB072,F,18,1.18,autotomy,Intermediate,-0.174,-0.274,30.0,True,False,,post,1,45.0,275,193,61,24,4.5,213.5,88.3
GB072,F,18,1.18,autotomy,Intermediate,-0.174,-0.274,30.0,True,False,,post,2,46.1,334,188,58,22,5.3,169.9,71.1
GB072,F,18,1.18,autotomy,Intermediate,-0.174,-0.274,30.0,True,False,,post,3,33.1,170,214,52,11,5.0,206.9,26.1
GB073,M,18,1.03,autotomy,Bold,1.864,0.855,2.0,False,True,,pre,1,1.1,1583,398,156,3,5.4,5.4,263.4
GB073,M,18,1.03,autotomy,Bold,1.864,0.855,2.0,False,True,,pre,2,1.0,1797,377,150,1,2.5,17.0,300.0
GB073,M,18,1.03,autotomy,Bold,1.864,0.855,2.0,False,True,,pre,3,1.0,1869,398,162,2,3.6,7.3,300.0
GB073,M,18,1.03,autotomy,Bold,1.864,0.855,2.0,False,True,,post,1,11.0,2000,294,122,3,8.2,11.1,72.7
GB073,M,18,1.03,autotomy,Bold,1.864,0.855,2.0,False,True,,post,2,13.5,1937,330,119,8,9.3,27.4,141.3
GB073,M,18,1.03,autotomy,Bold,1.864,0.855,2.0,False,True,,post,3,5.6,2000,288,101,2,4.7,25.0,80.3
GB074,F,18,1.06,sham,Intermediate,-0.097,-0.105,,,,10.2,pre,1,32.6,495,183,81,14,17.2,76.6,38.6
GB074,F,18,1.06,sham,Intermediate,-0.097,-0.105,,,,10.2,pre,2,42.1,452,205,66,3,18.4,42.1,37.1
GB074,F,18,1.06,sham,Intermediate,-0.097,-0.105,,,,10.2,pre,3,50.1,430,203,74,5,12.1,45.0,38.6
GB074,F,18,1.06,sham,Intermediate,-0.097,-0.105,,,,10.2,post,1,34.2,846,180,64,6,76.9,29.9,62.3
GB074,F,18,1.06,sham,Intermediate,-0.097,-0.105,,,,10.2,post,2,29.9,448,215,70,7,47.4,31.5,117.6
GB074,F,18,1.06,sham,Intermediate,-0.097,-0.105,,,,10.2,post,3,31.0,490,161,55,3,45.7,18.3,42.1
GB075,F,18,1.37,autotomy,Shy,-1.126,-1.58,30.0,True,False,,pre,1,355.1,245,132,4,43,97.9,161.2,109.3
GB075,F,18,1.37,autotomy,Shy,-1.126,-1.58,30.0,True,False,,pre,2,425.2,234,129,29,41,126.8,166.6,83.2
GB075,F,18,1.37,autotomy,Shy,-1.126,-1.58,30.0,True,False,,pre,3,336.8,648,159,29,26,95.1,122.4,123.1
GB075,F,18,1.37,autotomy,Shy,-1.126,-1.58,30.0,True,False,,post,1,291.0,120,15,5,37,56.7,295.0,8.7
GB075,F,18,1.37,autotomy,Shy,-1.126,-1.58,30.0,True,False,,post,2,137.0,80,21,0,44,61.9,295.0,12.3
GB075,F,18,1.37,autotomy,Shy,-1.126,-1.58,30.0,True,False,,post,3,113.7,84,10,5,64,59.6,295.0,19.2
GB076,F,10,1.34,autotomy,Intermediate,0.142,-0.315,30.0,True,False,,pre,1,18.0,438,247,74,5,22.5,24.4,234.4
GB076,F,10,1.34,autotomy,Intermediate,0.142,-0.315,30.0,True,False,,pre,2,21.0,1403,282,63,7,11.3,57.5,164.2
GB076,F,10,1.34,autotomy,Intermediate,0.142,-0.315,30.0,True,False,,pre,3,10.1,677,287,73,10,10.2,51.9,156.9
GB076,F,10,1.34,autotomy,Intermediate,0.142,-0.315,30.0,True,False,,post,1,143.0,935,234,26,29,86.1,32.7,37.5
GB076,F,10,1.34,autotomy,Intermediate,0.142,-0.315,30.0,True,False,,post,2,187.1,574,191,44,20,46.6,39.4,31.1
GB076,F,10,1.34,autotomy,Intermediate,0.142,-0.315,30.0,True,False,,post,3,71.5,1062,223,44,29,80.3,32.7,53.5
GB077,M,20,1.23,sham,Intermediate,0.078,0.376,,,,24.0,pre,1,130.2,224,183,91,30,7.0,25.0,25.4
GB077,M,20,1.23,sham,Intermediate,0.078,0.376,,,,24.0,pre,2,72.9,365,214,50,40,8.7,64.4,36.8
GB077,M,20,1.23,sham,Intermediate,0.078,0.376,,,,24.0,pre,3,115.9,291,198,72,24,11.2,72.5,48.7
GB077,M,20,1.23,sham,Intermediate,0.078,0.376,,,,24.0,post,1,6.0,714,195,110,15,13.8,22.6,153.3
GB077,M,20,1.23,sham,Intermediate,0.078,0.376,,,,24.0,post,2,10.3,695,160,137,7,7.4,16.1,93.1
GB077,M,20,1.23,sham,Intermediate,0.078,0.376,,,,24.0,post,3,7.0,464,167,114,8,5.2,54.0,76.0
GB078,M,20,1.09,sham,Intermediate,-0.064,0.025,,,,9.3,pre,1,21.3,506,220,60,7,23.6,26.3,43.0
GB078,M,20,1.09,sham,Intermediate,-0.064,0.025,,,,9.3,pre,2,45.2,251,218,81,15,51.9,17.2,103.2
GB078,M,20,1.09,sham,Intermediate,-0.064,0.025,,,,9.3,pre,3,35.8,315,157,68,2,12.3,23.6,52.3
GB078,M,20,1.09,sham,Intermediate,-0.064,0.025,,,,9.3,post,1,10.0,968,239,94,4,6.9,39.1,177.4
GB078,M,20,1.09,sham,Intermediate,-0.064,0.025,,,,9.3,post,2,9.3,776,182,104,8,12.1,20.2,103.6
GB078,M,20,1.09,sham,Intermediate,-0.064,0.025,,,,9.3,post,3,12.7,1009,209,110,4,6.4,33.6,65.4
GB079,F,17,1.57,autotomy,Bold,0.9,0.269,6.5,False,True,,pre,1,5.4,2000,282,129,5,3.7,7.8,59.3
GB079,F,17,1.57,autotomy,Bold,0.9,0.269,6.5,False,True,,pre,2,2.6,2000,266,114,8,3.5,14.1,67.4
GB079,F,17,1.57,autotomy,Bold,0.9,0.269,6.5,False,True,,pre,3,2.2,2000,253,147,8,4.6,10.3,69.0
GB079,F,17,1.57,autotomy,Bold,0.9,0.269,6.5,False,True,,post,1,5.5,597,174,58,7,17.4,27.2,108.7
GB079,F,17,1.57,autotomy,Bold,0.9,0.269,6.5,False,True,,post,2,7.7,556,158,55,6,19.2,82.1,165.2
GB079,F,17,1.57,autotomy,Bold,0.9,0.269,6.5,False,True,,post,3,10.1,1131,208,98,2,13.1,65.4,171.4
GB080,M,16,0.95,sham,Intermediate,-0.031,-0.021,,,,9.5,pre,1,26.5,585,175,80,11,8.9,24.5,144.0
GB080,M,16,0.95,sham,Intermediate,-0.031,-0.021,,,,9.5,pre,2,18.3,612,175,45,10,9.1,31.4,163.9
GB080,M,16,0.95,sham,Intermediate,-0.031,-0.021,,,,9.5,pre,3,36.6,348,188,75,11,10.6,30.0,99.5
GB080,M,16,0.95,sham,Intermediate,-0.031,-0.021,,,,9.5,post,1,30.4,1150,149,106,30,14.4,29.6,26.3
GB080,M,16,0.95,sham,Intermediate,-0.031,-0.021,,,,9.5,post,2,15.2,709,169,104,44,11.6,42.3,61.1
GB080,M,16,0.95,sham,Intermediate,-0.031,-0.021,,,,9.5,post,3,31.5,456,174,94,26,7.6,45.3,46.1
GB081,F,13,1.18,sham,Bold,0.869,1.001,,,,10.9,pre,1,15.2,1311,301,112,11,30.2,24.6,300.0
GB081,F,13,1.18,sham,Bold,0.869,1.001,,,,10.9,pre,2,16.1,861,330,110,9,8.7,23.3,181.9
GB081,F,13,1.18,sham,Bold,0.869,1.001,,,,10.9,pre,3,19.3,548,293,116,8,13.4,8.2,300.0
GB081,F,13,1.18,sham,Bold,0.869,1.001,,,,10.9,post,1,6.0,719,270,132,4,8.1,24.9,83.9
GB081,F,13,1.18,sham,Bold,0.869,1.001,,,,10.9,post,2,8.7,415,281,126,6,6.6,17.7,157.5
GB081,F,13,1.18,sham,Bold,0.869,1.001,,,,10.9,post,3,20.3,667,284,93,10,16.5,11.1,246.4
GB082,F,18,1.21,autotomy,Shy,-0.68,-0.94,29.5,False,True,,pre,1,341.0,98,154,34,6,19.3,50.5,101.0
GB082,F,18,1.21,autotomy,Shy,-0.68,-0.94,29.5,False,True,,pre,2,249.8,234,119,5,13,16.0,46.0,25.5
GB082,F,18,1.21,autotomy,Shy,-0.68,-0.94,29.5,False,True,,pre,3,110.7,288,173,13,24,31.0,62.5,33.4
GB082,F,18,1.21,autotomy,Shy,-0.68,-0.94,29.5,False,True,,post,1,83.2,498,155,56,41,23.9,268.5,29.7
GB082,F,18,1.21,autotomy,Shy,-0.68,-0.94,29.5,False,True,,post,2,113.0,453,139,33,34,45.0,167.0,40.3
GB082,F,18,1.21,autotomy,Shy,-0.68,-0.94,29.5,False,True,,post,3,199.9,651,79,66,31,39.8,164.1,53.2
GB083,F,15,1.26,autotomy,Bold,1.881,0.465,3.8,False,True,,pre,1,5.7,2000,351,147,0,1.0,6.3,232.8
GB083,F,15,1.26,autotomy,Bold,1.881,0.465,3.8,False,True,,pre,2,5.0,2000,367,185,0,2.0,17.6,133.2
GB083,F,15,1.26,autotomy,Bold,1.881,0.465,3.8,False,True,,pre,3,2.6,2000,360,196,0,1.8,10.6,119.2
GB083,F,15,1.26,autotomy,Bold,1.881,0.465,3.8,False,True,,post,1,10.4,695,240,135,11,23.8,35.1,300.0
GB083,F,15,1.26,autotomy,Bold,1.881,0.465,3.8,False,True,,post,2,14.6,332,252,116,9,14.1,11.1,215.2
GB083,F,15,1.26,autotomy,Bold,1.881,0.465,3.8,False,True,,post,3,11.5,329,230,104,11,21.0,43.0,146.4
GB084,F,13,1.13,sham,Intermediate,0.352,0.366,,,,21.3,pre,1,27.2,1766,225,85,5,6.9,12.1,100.3
GB084,F,13,1.13,sham,Intermediate,0.352,0.366,,,,21.3,pre,2,43.8,275,247,61,4,14.0,8.5,113.0
GB084,F,13,1.13,sham,Intermediate,0.352,0.366,,,,21.3,pre,3,54.1,654,244,78,4,7.5,19.2,50.4
GB084,F,13,1.13,sham,Intermediate,0.352,0.366,,,,21.3,post,1,23.6,636,265,100,3,10.5,12.8,70.3
GB084,F,13,1.13,sham,Intermediate,0.352,0.366,,,,21.3,post,2,19.5,498,238,109,3,11.3,28.0,34.4
GB084,F,13,1.13,sham,Intermediate,0.352,0.366,,,,21.3,post,3,9.5,700,275,74,2,13.3,38.6,57.7
GB085,F,20,1.26,sham,Bold,0.5,0.662,,,,15.6,pre,1,6.1,996,276,131,28,7.3,26.1,47.6
GB085,F,20,1.26,sham,Bold,0.5,0.662,,,,15.6,pre,2,10.0,621,288,113,13,6.8,33.3,119.3
GB085,F,20,1.26,sham,Bold,0.5,0.662,,,,15.6,pre,3,5.2,689,276,149,31,5.3,43.2,118.5
GB085,F,20,1.26,sham,Bold,0.5,0.662,,,,15.6,post,1,6.4,794,289,101,10,5.7,21.8,45.7
GB085,F,20,1.26,sham,Bold,0.5,0.662,,,,15.6,post,2,6.6,800,282,94,8,19.6,27.8,63.2
GB085,F,20,1.26,sham,Bold,0.5,0.662,,,,15.6,post,3,3.8,963,237,115,14,15.2,67.9,103.6
GB086,M,7,1.13,autotomy,Shy,-0.885,-1.19,30.0,True,False,,pre,1,56.6,190,90,27,67,46.4,62.7,14.9
GB086,M,7,1.13,autotomy,Shy,-0.885,-1.19,30.0,True,False,,pre,2,87.7,161,76,20,64,22.4,147.4,16.3
GB086,M,7,1.13,autotomy,Shy,-0.885,-1.19,30.0,True,False,,pre,3,69.5,195,93,20,44,32.0,140.4,22.4
GB086,M,7,1.13,autotomy,Shy,-0.885,-1.19,30.0,True,False,,post,1,65.2,478,47,0,29,54.2,234.5,54.3
GB086,M,7,1.13,autotomy,Shy,-0.885,-1.19,30.0,True,False,,post,2,132.3,626,29,3,21,68.1,276.3,26.9
GB086,M,7,1.13,autotomy,Shy,-0.885,-1.19,30.0,True,False,,post,3,110.3,645,68,18,10,96.3,149.1,22.4
GB087,M,7,0.94,sham,Intermediate,0.372,0.42,,,,6.7,pre,1,9.3,1075,249,50,6,8.4,28.0,54.1
GB087,M,7,0.94,sham,Intermediate,0.372,0.42,,,,6.7,pre,2,8.0,1331,253,52,8,7.5,29.9,108.3
GB087,M,7,0.94,sham,Intermediate,0.372,0.42,,,,6.7,pre,3,9.8,1371,193,53,18,9.0,38.9,30.5
GB087,M,7,0.94,sham,Intermediate,0.372,0.42,,,,6.7,post,1,21.2,744,243,101,4,15.0,28.7,178.4
GB087,M,7,0.94,sham,Intermediate,0.372,0.42,,,,6.7,post,2,11.3,748,263,86,13,19.9,14.2,300.0
GB087,M,7,0.94,sham,Intermediate,0.372,0.42,,,,6.7,post,3,33.3,641,241,108,3,20.8,21.8,123.9
GB088,M,15,0.85,autotomy,Bold,0.551,0.028,5.3,False,True,,pre,1,14.5,532,254,129,30,29.5,16.2,300.0
GB088,M,15,0.85,autotomy,Bold,0.551,0.028,5.3,False,True,,pre,2,11.7,502,237,108,24,16.0,12.3,156.5
GB088,M,15,0.85,autotomy,Bold,0.551,0.028,5.3,False,True,,pre,3,7.8,454,255,106,18,14.5,7.9,240.4
GB088,M,15,0.85,autotomy,Bold,0.551,0.028,5.3,False,True,,post,1,52.2,1286,159,118,25,27.5,47.7,64.4
GB088,M,15,0.85,autotomy,Bold,0.551,0.028,5.3,False,True,,post,2,55.0,1226,116,125,23,60.4,42.6,77.8
GB088,M,15,0.85,autotomy,Bold,0.551,0.028,5.3,False,True,,post,3,38.7,676,158,111,32,28.2,67.6,184.0
GB089,F,17,1.15,sham,Shy,-1.07,-1.112,,,,26.0,pre,1,227.2,410,123,27,46,150.0,141.6,5.2
GB089,F,17,1.15,sham,Shy,-1.07,-1.112,,,,26.0,pre,2,244.0,399,155,22,18,84.0,202.9,9.2
GB089,F,17,1.15,sham,Shy,-1.07,-1.112,,,,26.0,pre,3,222.1,410,204,0,26,131.3,175.5,9.6
GB089,F,17,1.15,sham,Shy,-1.07,-1.112,,,,26.0,post,1,56.4,347,86,0,31,61.5,74.8,41.2
GB089,F,17,1.15,sham,Shy,-1.07,-1.112,,,,26.0,post,2,85.0,211,50,0,9,72.4,102.4,52.2
GB089,F,17,1.15,sham,Shy,-1.07,-1.112,,,,26.0,post,3,51.9,387,99,0,17,69.0,111.9,43.4
GB090,M,20,1.4,autotomy,Shy,-1.759,-2.231,30.0,True,False,,pre,1,337.7,51,47,6,61,101.2,197.9,36.8
GB090,M,20,1.4,autotomy,Shy,-1.759,-2.231,30.0,True,False,,pre,2,242.6,59,45,0,58,49.8,192.9,14.5
GB090,M,20,1.4,autotomy,Shy,-1.759,-2.231,30.0,True,False,,pre,3,143.2,50,10,14,66,83.3,292.6,50.1
GB090,M,20,1.4,autotomy,Shy,-1.759,-2.231,30.0,True,False,,post,1,598.0,95,10,0,15,216.4,295.0,7.1
GB090,M,20,1.4,autotomy,Shy,-1.759,-2.231,30.0,True,False,,post,2,598.0,82,21,0,60,156.7,295.0,15.3
GB090,M,20,1.4,autotomy,Shy,-1.759,-2.231,30.0,True,False,,post,3,598.0,70,10,0,22,262.2,295.0,9.0
GB091,F,15,1.09,autotomy,Intermediate,0.394,-0.041,8.3,False,True,,pre,1,48.1,1259,191,82,5,25.9,24.1,163.8
GB091,F,15,1.09,autotomy,Intermediate,0.394,-0.041,8.3,False,True,,pre,2,36.5,1002,230,108,11,9.4,9.0,248.0
GB091,F,15,1.09,autotomy,Intermediate,0.394,-0.041,8.3,False,True,,pre,3,32.3,1253,178,123,12,13.4,8.3,162.4
GB091,F,15,1.09,autotomy,Intermediate,0.394,-0.041,8.3,False,True,,post,1,96.6,608,189,59,16,7.1,64.3,22.0
GB091,F,15,1.09,autotomy,Intermediate,0.394,-0.041,8.3,False,True,,post,2,58.6,685,179,53,38,7.9,26.9,71.9
GB091,F,15,1.09,autotomy,Intermediate,0.394,-0.041,8.3,False,True,,post,3,54.5,274,172,68,68,7.4,41.2,31.1
GB092,M,10,0.91,autotomy,Shy,-0.589,-0.965,30.0,True,False,,pre,1,39.9,957,173,32,57,38.1,271.6,59.1
GB092,M,10,0.91,autotomy,Shy,-0.589,-0.965,30.0,True,False,,pre,2,31.4,717,108,42,30,21.0,213.6,47.8
GB092,M,10,0.91,autotomy,Shy,-0.589,-0.965,30.0,True,False,,pre,3,37.4,336,171,37,22,30.8,265.2,40.6
GB092,M,10,0.91,autotomy,Shy,-0.589,-0.965,30.0,True,False,,post,1,246.4,304,64,26,14,195.8,136.6,43.5
GB092,M,10,0.91,autotomy,Shy,-0.589,-0.965,30.0,True,False,,post,2,194.5,180,50,12,17,91.5,65.6,136.7
GB092,M,10,0.91,autotomy,Shy,-0.589,-0.965,30.0,True,False,,post,3,226.1,189,75,18,6,106.0,107.2,51.7
GB093,F,19,0.86,autotomy,Intermediate,0.36,0.123,15.5,False,True,,pre,1,9.4,990,296,98,6,19.7,52.2,130.3
GB093,F,19,0.86,autotomy,Intermediate,0.36,0.123,15.5,False,True,,pre,2,10.7,1335,276,73,7,8.5,29.4,95.3
GB093,F,19,0.86,autotomy,Intermediate,0.36,0.123,15.5,False,True,,pre,3,12.0,872,279,76,11,9.0,46.9,72.3
GB093,F,19,0.86,autotomy,Intermediate,0.36,0.123,15.5,False,True,,post,1,29.7,790,236,67,3,30.6,29.1,241.8
GB093,F,19,0.86,autotomy,Intermediate,0.36,0.123,15.5,False,True,,post,2,35.7,1012,274,67,3,25.6,16.2,142.2
GB093,F,19,0.86,autotomy,Intermediate,0.36,0.123,15.5,False,True,,post,3,33.1,725,239,63,6,22.8,30.4,149.0
GB094,M,15,1.0,autotomy,Shy,-1.391,-1.881,30.0,True,False,,pre,1,176.0,130,146,10,35,188.3,295.0,24.1
GB094,M,15,1.0,autotomy,Shy,-1.391,-1.881,30.0,True,False,,pre,2,169.4,170,158,9,53,184.8,295.0,21.8
GB094,M,15,1.0,autotomy,Shy,-1.391,-1.881,30.0,True,False,,pre,3,112.6,225,140,19,70,157.0,171.8,52.5
GB094,M,15,1.0,autotomy,Shy,-1.391,-1.881,30.0,True,False,,post,1,598.0,120,79,0,44,185.7,295.0,35.9
GB094,M,15,1.0,autotomy,Shy,-1.391,-1.881,30.0,True,False,,post,2,598.0,234,105,0,75,115.1,295.0,29.4
GB094,M,15,1.0,autotomy,Shy,-1.391,-1.881,30.0,True,False,,post,3,515.9,105,86,0,66,192.0,295.0,40.7
GB095,F,9,1.33,sham,Shy,-1.461,-1.504,,,,26.0,pre,1,124.6,480,38,0,43,195.2,295.0,10.3
GB095,F,9,1.33,sham,Shy,-1.461,-1.504,,,,26.0,pre,2,155.6,247,33,0,63,158.8,225.6,7.8
GB095,F,9,1.33,sham,Shy,-1.461,-1.504,,,,26.0,pre,3,89.6,249,56,0,51,156.8,295.0,31.3
GB095,F,9,1.33,sham,Shy,-1.461,-1.504,,,,26.0,post,1,513.6,100,109,21,48,139.4,118.2,27.6
GB095,F,9,1.33,sham,Shy,-1.461,-1.504,,,,26.0,post,2,598.0,134,123,50,39,54.4,295.0,17.1
GB095,F,9,1.33,sham,Shy,-1.461,-1.504,,,,26.0,post,3,493.7,147,107,0,45,75.2,289.1,19.0
GB096,F,13,1.13,sham,Intermediate,0.307,0.481,,,,22.9,pre,1,14.9,2000,202,108,14,59.9,30.1,72.2
GB096,F,13,1.13,sham,Intermediate,0.307,0.481,,,,22.9,pre,2,62.6,1297,178,117,21,48.7,20.7,40.1
GB096,F,13,1.13,sham,Intermediate,0.307,0.481,,,,22.9,pre,3,73.6,2000,178,121,18,33.5,36.6,43.0
GB096,F,13,1.13,sham,Intermediate,0.307,0.481,,,,22.9,post,1,16.3,648,247,134,11,11.7,19.7,149.6
GB096,F,13,1.13,sham,Intermediate,0.307,0.481,,,,22.9,post,2,11.4,662,283,132,9,18.7,19.7,230.4
GB096,F,13,1.13,sham,Intermediate,0.307,0.481,,,,22.9,post,3,21.0,613,278,124,12,10.5,38.3,128.1
GB097,M,12,0.91,sham,Shy,-0.45,-0.429,,,,16.9,pre,1,30.3,510,145,44,55,8.7,30.7,96.0
GB097,M,12,0.91,sham,Shy,-0.45,-0.429,,,,16.9,pre,2,39.0,234,173,35,45,8.4,33.0,35.0
GB097,M,12,0.91,sham,Shy,-0.45,-0.429,,,,16.9,pre,3,59.6,346,152,37,48,16.0,21.7,34.6
GB097,M,12,0.91,sham,Shy,-0.45,-0.429,,,,16.9,post,1,61.2,292,151,64,16,24.0,139.1,83.2
GB097,M,12,0.91,sham,Shy,-0.45,-0.429,,,,16.9,post,2,79.0,299,152,24,27,42.6,271.9,79.7
GB097,M,12,0.91,sham,Shy,-0.45,-0.429,,,,16.9,post,3,20.7,446,173,56,11,72.5,119.7,55.2
GB098,M,14,1.02,sham,Shy,-2.211,-2.144,,,,26.0,pre,1,374.1,101,10,0,56,71.9,295.0,4.0
GB098,M,14,1.02,sham,Shy,-2.211,-2.144,,,,26.0,pre,2,187.8,92,10,0,50,107.8,295.0,7.0
GB098,M,14,1.02,sham,Shy,-2.211,-2.144,,,,26.0,pre,3,440.2,74,23,0,69,175.5,295.0,4.4
GB098,M,14,1.02,sham,Shy,-2.211,-2.144,,,,26.0,post,1,337.2,100,13,0,62,97.6,295.0,17.1
GB098,M,14,1.02,sham,Shy,-2.211,-2.144,,,,26.0,post,2,157.0,83,10,0,81,181.0,295.0,9.5
GB098,M,14,1.02,sham,Shy,-2.211,-2.144,,,,26.0,post,3,275.8,50,10,0,69,77.7,295.0,11.2
GB099,F,17,1.0,autotomy,Bold,1.443,0.404,10.6,False,True,,pre,1,5.6,1693,335,171,1,11.2,7.0,74.9
GB099,F,17,1.0,autotomy,Bold,1.443,0.404,10.6,False,True,,pre,2,8.3,1989,320,162,1,12.5,6.2,178.0
GB099,F,17,1.0,autotomy,Bold,1.443,0.404,10.6,False,True,,pre,3,9.3,1553,396,151,1,7.6,3.8,89.2
GB099,F,17,1.0,autotomy,Bold,1.443,0.404,10.6,False,True,,post,1,9.9,187,215,60,5,13.1,46.1,159.5
GB099,F,17,1.0,autotomy,Bold,1.443,0.404,10.6,False,True,,post,2,10.0,534,194,85,3,8.7,53.9,160.8
GB099,F,17,1.0,autotomy,Bold,1.443,0.404,10.6,False,True,,post,3,9.2,638,244,91,16,8.9,23.0,117.6
GB100,M,15,0.92,autotomy,Shy,-1.408,-1.693,30.0,True,False,,pre,1,104.5,182,57,4,59,41.4,218.0,15.1
GB100,M,15,0.92,autotomy,Shy,-1.408,-1.693,30.0,True,False,,pre,2,339.3,97,29,3,54,64.3,153.4,16.0
GB100,M,15,0.92,autotomy,Shy,-1.408,-1.693,30.0,True,False,,pre,3,184.2,213,23,24,60,26.2,165.3,27.1
GB100,M,15,0.92,autotomy,Shy,-1.408,-1.693,30.0,True,False,,post,1,186.4,172,88,0,54,64.8,263.6,6.5
GB100,M,15,0.92,autotomy,Shy,-1.408,-1.693,30.0,True,False,,post,2,108.6,207,126,0,53,81.0,255.3,22.3
GB100,M,15,0.92,autotomy,Shy,-1.408,-1.693,30.0,True,False,,post,3,170.0,387,169,0,55,47.3,193.8,12.6
GB101,M,20,0.83,sham,Bold,2.473,2.363,,,,1.5,pre,1,1.2,2000,408,226,1,4.3,2.0,300.0
GB101,M,20,0.83,sham,Bold,2.473,2.363,,,,1.5,pre,2,1.0,2000,380,228,0,5.3,1.8,300.0
GB101,M,20,0.83,sham,Bold,2.473,2.363,,,,1.5,pre,3,1.0,2000,416,202,1,3.4,1.3,300.0
GB101,M,20,0.83,sham,Bold,2.473,2.363,,,,1.5,post,1,1.0,2000,393,223,7,5.5,1.8,300.0
GB101,M,20,0.83,sham,Bold,2.473,2.363,,,,1.5,post,2,1.5,1580,393,233,1,3.5,2.2,300.0
GB101,M,20,0.83,sham,Bold,2.473,2.363,,,,1.5,post,3,1.4,1713,409,224,0,3.0,1.5,270.9
GB102,M,11,1.06,sham,Shy,-0.724,-0.838,,,,15.9,pre,1,29.1,244,131,48,56,29.8,118.9,29.2
GB102,M,11,1.06,sham,Shy,-0.724,-0.838,,,,15.9,pre,2,21.5,417,169,63,27,34.6,134.5,20.6
GB102,M,11,1.06,sham,Shy,-0.724,-0.838,,,,15.9,pre,3,42.0,292,147,45,39,56.2,107.8,21.7
GB102,M,11,1.06,sham,Shy,-0.724,-0.838,,,,15.9,post,1,131.9,182,174,48,28,30.0,200.7,20.6
GB102,M,11,1.06,sham,Shy,-0.724,-0.838,,,,15.9,post,2,117.1,315,173,7,26,54.3,174.5,38.1
GB102,M,11,1.06,sham,Shy,-0.724,-0.838,,,,15.9,post,3,72.1,143,175,37,17,51.9,194.5,44.2
GB103,M,7,1.26,sham,Intermediate,0.302,0.42,,,,9.9,pre,1,35.8,1957,207,101,8,15.3,119.3,66.0
GB103,M,7,1.26,sham,Intermediate,0.302,0.42,,,,9.9,pre,2,29.1,1361,246,122,12,12.7,86.9,99.1
GB103,M,7,1.26,sham,Intermediate,0.302,0.42,,,,9.9,pre,3,15.6,1844,223,121,10,19.7,43.3,64.5
GB103,M,7,1.26,sham,Intermediate,0.302,0.42,,,,9.9,post,1,10.5,479,307,95,0,19.0,50.4,244.5
